date,ABEV3
2017-07-27,19.11
2017-07-26,18.83
2017-07-25,18.88
2017-07-24,18.82
2017-07-21,18.81
2017-07-20,18.78
2017-07-19,18.82
2017-07-18,18.75
2017-07-17,18.84
2017-07-14,18.75
2017-07-13,18.68
2017-07-12,18.65
2017-07-11,18.52
2017-07-10,18.31
2017-07-07,18.02
2017-07-06,17.78
2017-07-05,18.22
2017-07-04,18.24
2017-07-03,18.28
2017-06-30,18.31
2017-06-29,18.25
2017-06-28,18.3
2017-06-27,18.29
2017-06-26,18.27
2017-06-23,18.24
2017-06-22,18.2
2017-06-21,18.13
2017-06-20,18.07
2017-06-19,17.87
2017-06-16,17.78
2017-06-14,18.18
2017-06-13,18.39
2017-06-12,18.08
2017-06-09,18.11
2017-06-08,18.53
2017-06-07,18.84
2017-06-06,19.07
2017-06-05,18.91
2017-06-02,18.57
2017-06-01,18.55
2017-05-31,18.71
2017-05-30,18.79
2017-05-29,18.88
2017-05-26,19.03
2017-05-25,18.92
2017-05-24,18.86
2017-05-23,18.89
2017-05-22,18.57
2017-05-19,18.62
2017-05-18,18.8
2017-05-17,19.64
2017-05-16,19.82
2017-05-15,19.74
2017-05-12,19.69
2017-05-11,19.53
2017-05-10,19.19
2017-05-09,18.95
2017-05-08,18.89
2017-05-05,18.9
2017-05-04,19.03
2017-05-03,18.56
2017-05-02,18.57
2017-04-28,18.26
2017-04-27,18.2
2017-04-26,18.21
2017-04-25,18.32
2017-04-24,18.03
2017-04-20,17.98
2017-04-19,18.1
2017-04-18,18.16
2017-04-17,18.06
2017-04-13,17.76
2017-04-12,17.67
2017-04-11,17.62
2017-04-10,18.0
2017-04-07,18.05
2017-04-06,17.98
2017-04-05,17.88
2017-04-04,18.11
2017-04-03,18.0
2017-03-31,18.24
2017-03-30,18.27
2017-03-29,18.18
2017-03-28,17.94
2017-03-27,17.79
2017-03-24,17.63
2017-03-23,17.44
2017-03-22,17.31
2017-03-21,17.42
2017-03-20,17.64
2017-03-17,17.21
2017-03-16,17.28
2017-03-15,17.3
2017-03-14,17.1
2017-03-13,17.36
2017-03-10,17.3
2017-03-09,17.3
2017-03-08,17.12
2017-03-07,16.82
2017-03-06,17.25
2017-03-03,17.39
2017-03-02,17.21
2017-03-01,17.91
2017-02-24,17.84
2017-02-23,18.13
2017-02-22,18.28
2017-02-21,18.07
2017-02-20,17.84
2017-02-17,17.9
2017-02-16,17.97
2017-02-15,18.02
2017-02-14,17.38
2017-02-13,17.25
2017-02-10,17.14
2017-02-09,16.89
2017-02-08,16.96
2017-02-07,17.02
2017-02-06,17.07
2017-02-03,17.35
2017-02-02,17.16
2017-02-01,17.32
2017-01-31,17.2
2017-01-30,16.97
2017-01-27,17.32
2017-01-26,17.31
2017-01-24,17.3
2017-01-23,17.34
2017-01-20,17.35
2017-01-19,17.3
2017-01-18,17.26
2017-01-17,17.2
2017-01-16,17.05
2017-01-13,17.11
2017-01-12,16.93
2017-01-11,16.41
2017-01-10,16.34
2017-01-09,16.53
2017-01-06,16.46
2017-01-05,16.6
2017-01-04,16.51
2017-01-03,16.64
2017-01-02,16.31
2016-12-29,16.4
2016-12-28,16.23
2016-12-27,16.11
2016-12-26,16.18
2016-12-23,16.0
2016-12-22,15.82
2016-12-21,16.34
2016-12-20,16.4
2016-12-19,16.3
2016-12-16,16.68
2016-12-15,16.32
2016-12-14,16.16
2016-12-13,16.29
2016-12-12,16.11
2016-12-09,16.64
2016-12-08,16.46
2016-12-07,16.64
2016-12-06,16.75
2016-12-05,16.46
2016-12-02,16.71
2016-12-01,16.63
2016-11-30,17.15
2016-11-29,17.06
2016-11-28,17.55
2016-11-25,17.23
2016-11-24,17.35
2016-11-23,17.64
2016-11-22,17.17
2016-11-21,17.45
2016-11-18,17.32
2016-11-17,17.62
2016-11-16,17.83
2016-11-14,17.3
2016-11-11,17.45
2016-11-10,18.05
2016-11-09,17.93
2016-11-08,18.06
2016-11-07,17.99
2016-11-04,17.72
2016-11-03,17.9
2016-11-01,18.33
2016-10-31,18.83
2016-10-28,19.1
2016-10-27,19.5
2016-10-26,19.54
2016-10-25,19.53
2016-10-24,19.7
2016-10-21,19.75
2016-10-20,19.65
2016-10-19,19.68
2016-10-18,19.65
2016-10-17,19.56
2016-10-14,19.53
2016-10-13,19.23
2016-10-11,19.45
2016-10-10,19.68
2016-10-07,19.65
2016-10-06,19.65
2016-10-05,19.59
2016-10-04,19.54
2016-10-03,19.75
2016-09-30,19.82
2016-09-29,19.72
2016-09-28,19.85
2016-09-27,19.7
2016-09-26,19.62
2016-09-23,19.73
2016-09-22,19.67
2016-09-21,19.46
2016-09-20,19.49
2016-09-19,19.45
2016-09-16,19.43
2016-09-15,19.73
2016-09-14,19.66
2016-09-13,19.42
2016-09-09,19.75
2016-09-08,20.0
2016-09-06,20.0
2016-09-05,19.88
2016-09-02,19.84
2016-09-01,19.67
2016-08-31,19.19
2016-08-30,19.24
2016-08-29,19.24
2016-08-26,19.19
2016-08-25,19.31
2016-08-24,19.58
2016-08-23,19.58
2016-08-22,19.59
2016-08-19,19.85
2016-08-18,19.92
2016-08-17,20.05
2016-08-16,20.0
2016-08-15,19.94
2016-08-12,19.73
2016-08-11,19.5
2016-08-10,19.17
2016-08-09,19.26
2016-08-08,19.25
2016-08-05,19.1
2016-08-04,18.72
2016-08-03,18.64
2016-08-02,18.84
2016-08-01,19.0
2016-07-29,18.8
2016-07-28,19.44
2016-07-27,19.32
2016-07-26,19.35
2016-07-25,19.39
2016-07-22,19.39
2016-07-21,19.2
2016-07-20,19.12
2016-07-19,19.17
2016-07-18,19.06
2016-07-15,18.95
2016-07-14,19.1
2016-07-13,19.1
2016-07-12,19.3
2016-07-11,19.4
2016-07-08,19.4
2016-07-07,19.1
2016-07-06,19.18
2016-07-05,19.29
2016-07-04,19.06
2016-07-01,19.22
2016-06-30,19.05
2016-06-29,19.02
2016-06-28,18.75
2016-06-27,18.71
2016-06-24,18.48
2016-06-23,18.51
2016-06-22,18.32
2016-06-21,18.58
2016-06-20,18.59
2016-06-17,18.61
2016-06-16,18.67
2016-06-15,18.48
2016-06-14,18.57
2016-06-13,18.91
2016-06-10,18.72
2016-06-09,19.16
2016-06-08,19.27
2016-06-07,19.09
2016-06-06,19.42
2016-06-03,19.5
2016-06-02,19.28
2016-06-01,19.34
2016-05-31,19.11
2016-05-30,19.15
2016-05-27,19.3
2016-05-25,18.98
2016-05-24,18.69
2016-05-23,18.44
2016-05-20,18.54
2016-05-19,18.6
2016-05-18,18.4
2016-05-17,18.56
2016-05-16,18.77
2016-05-13,18.76
2016-05-12,19.18
2016-05-11,18.86
2016-05-10,19.09
2016-05-09,18.89
2016-05-06,18.84
2016-05-05,19.14
2016-05-04,19.6
2016-05-03,19.59
2016-05-02,19.51
2016-04-29,19.39
2016-04-28,19.46
2016-04-27,19.36
2016-04-26,19.24
2016-04-25,19.13
2016-04-22,19.16
2016-04-20,19.2
2016-04-19,19.16
2016-04-18,18.96
2016-04-15,18.99
2016-04-14,18.74
2016-04-13,18.39
2016-04-12,18.37
2016-04-11,18.2
2016-04-08,18.57
2016-04-07,18.57
2016-04-06,18.58
2016-04-05,18.79
2016-04-04,18.58
2016-04-01,18.86
2016-03-31,18.82
2016-03-30,19.15
2016-03-29,19.34
2016-03-28,19.3
2016-03-24,19.0
2016-03-23,19.0
2016-03-22,18.74
2016-03-21,18.73
2016-03-18,18.42
2016-03-17,18.73
2016-03-16,18.29
2016-03-15,18.3
2016-03-14,18.04
2016-03-11,18.22
2016-03-10,18.63
2016-03-09,18.65
2016-03-08,19.05
2016-03-07,19.17
2016-03-04,19.11
2016-03-03,18.44
2016-03-02,18.14
2016-03-01,18.25
2016-02-29,17.64
2016-02-26,17.63
2016-02-25,17.71
2016-02-24,18.18
2016-02-23,18.26
2016-02-22,18.59
2016-02-19,18.32
2016-02-18,18.4
2016-02-17,18.26
2016-02-16,17.97
2016-02-15,17.92
2016-02-12,17.92
2016-02-11,17.85
2016-02-10,17.94
2016-02-05,18.14
2016-02-04,18.36
2016-02-03,18.1
2016-02-02,17.98
2016-02-01,18.4
2016-01-29,18.66
2016-01-28,17.89
2016-01-27,17.82
2016-01-26,16.84
2016-01-22,16.85
2016-01-21,16.32
2016-01-20,16.54
2016-01-19,16.75
2016-01-18,16.24
2016-01-15,16.59
2016-01-14,16.85
2016-01-13,16.83
2016-01-12,16.98
2016-01-11,16.8
2016-01-08,17.07
2016-01-07,16.85
2016-01-06,17.31
2016-01-05,17.48
2016-01-04,17.21
2015-12-30,17.85
2015-12-29,18.2
2015-12-28,18.14
2015-12-23,18.2
2015-12-22,17.95
2015-12-21,18.0
2015-12-18,17.8
2015-12-17,18.15
2015-12-16,18.14
2015-12-15,17.85
2015-12-14,18.05
2015-12-11,18.28
2015-12-10,18.3
2015-12-09,18.48
2015-12-08,18.14
2015-12-07,18.6
2015-12-04,18.54
2015-12-03,18.75
2015-12-02,18.44
2015-12-01,18.73
2015-11-30,18.64
2015-11-27,18.57
2015-11-26,18.81
2015-11-25,18.6
2015-11-24,18.94
2015-11-23,19.06
2015-11-19,19.35
2015-11-18,19.17
2015-11-17,19.12
2015-11-16,19.05
2015-11-13,19.1
2015-11-12,18.89
2015-11-11,19.06
2015-11-10,18.65
2015-11-09,18.7
2015-11-06,18.97
2015-11-05,19.46
2015-11-04,19.6
2015-11-03,19.6
2015-10-30,19.09
2015-10-29,19.0
2015-10-28,19.43
2015-10-27,19.81
2015-10-26,19.68
2015-10-23,19.77
2015-10-22,19.66
2015-10-21,19.7
2015-10-20,19.58
2015-10-19,19.47
2015-10-16,19.29
2015-10-15,19.11
2015-10-14,18.4
2015-10-13,18.7
2015-10-09,19.79
2015-10-08,19.68
2015-10-07,20.0
2015-10-06,19.89
2015-10-05,20.35
2015-10-02,20.06
2015-10-01,19.7
2015-09-30,19.42
2015-09-29,19.36
2015-09-28,19.28
2015-09-25,19.3
2015-09-24,19.12
2015-09-23,19.17
2015-09-22,19.4
2015-09-21,19.33
2015-09-18,19.47
2015-09-17,19.49
2015-09-16,19.45
2015-09-15,19.06
2015-09-14,18.86
2015-09-11,18.86
2015-09-10,19.17
2015-09-09,19.21
2015-09-08,19.61
2015-09-04,19.85
2015-09-03,19.63
2015-09-02,19.14
2015-09-01,18.71
2015-08-31,19.09
2015-08-28,19.2
2015-08-27,19.1
2015-08-26,18.85
2015-08-25,18.4
2015-08-24,17.96
2015-08-21,18.13
2015-08-20,18.43
2015-08-19,18.2
2015-08-18,18.78
2015-08-17,18.55
2015-08-14,18.61
2015-08-13,18.75
2015-08-12,18.84
2015-08-11,19.55
2015-08-10,19.57
2015-08-07,19.52
2015-08-06,19.86
2015-08-05,19.95
2015-08-04,19.73
2015-08-03,19.53
2015-07-31,19.46
2015-07-30,18.91
2015-07-29,18.75
2015-07-28,18.79
2015-07-27,18.73
2015-07-24,19.04
2015-07-23,19.29
2015-07-22,19.5
2015-07-21,19.6
2015-07-20,19.68
2015-07-17,19.72
2015-07-16,19.69
2015-07-15,19.69
2015-07-14,19.61
2015-07-13,19.57
2015-07-10,19.5
2015-07-08,19.14
2015-07-07,19.25
2015-07-06,19.2
2015-07-03,19.18
2015-07-02,19.08
2015-07-01,19.1
2015-06-30,19.1
2015-06-29,19.0
2015-06-26,19.18
2015-06-25,18.94
2015-06-24,18.95
2015-06-23,18.98
2015-06-22,18.97
2015-06-19,18.9
2015-06-18,18.8
2015-06-17,18.69
2015-06-16,18.74
2015-06-15,18.42
2015-06-12,18.68
2015-06-11,18.75
2015-06-10,18.8
2015-06-09,18.46
2015-06-08,18.53
2015-06-05,18.65
2015-06-03,18.4
2015-06-02,18.58
2015-06-01,18.53
2015-05-29,18.4
2015-05-28,18.48
2015-05-27,18.47
2015-05-26,18.54
2015-05-25,18.83
2015-05-22,18.78
2015-05-21,18.78
2015-05-20,18.71
2015-05-19,19.26
2015-05-18,19.36
2015-05-15,19.58
2015-05-14,19.44
2015-05-13,19.42
2015-05-12,19.54
2015-05-11,19.82
2015-05-08,19.85
2015-05-07,19.6
2015-05-06,19.7
2015-05-05,19.61
2015-05-04,19.35
2015-04-30,18.94
2015-04-29,18.83
2015-04-28,18.89
2015-04-27,18.8
2015-04-24,18.9
2015-04-23,18.88
2015-04-22,18.95
2015-04-20,18.9
2015-04-17,18.95
2015-04-16,19.1
2015-04-15,19.1
2015-04-14,19.1
2015-04-13,19.47
2015-04-10,19.5
2015-04-09,19.35
2015-04-08,19.45
2015-04-07,19.43
2015-04-06,19.23
2015-04-02,18.86
2015-04-01,18.88
2015-03-31,18.45
2015-03-30,18.64
2015-03-27,18.24
2015-03-26,18.1
2015-03-25,18.43
2015-03-24,18.53
2015-03-23,18.8
2015-03-20,18.64
2015-03-19,18.49
2015-03-18,18.46
2015-03-17,18.22
2015-03-16,18.03
2015-03-13,18.09
2015-03-12,18.06
2015-03-11,18.11
2015-03-10,17.7
2015-03-09,18.28
2015-03-06,18.22
2015-03-05,18.32
2015-03-04,18.23
2015-03-03,18.43
2015-03-02,18.08
2015-02-27,18.34
2015-02-26,18.3
2015-02-25,18.3
2015-02-24,18.54
2015-02-23,18.38
2015-02-20,18.2
2015-02-19,18.24
2015-02-18,18.25
2015-02-13,17.96
2015-02-12,18.1
2015-02-11,17.84
2015-02-10,17.98
2015-02-09,18.16
2015-02-06,17.85
2015-02-05,17.6
2015-02-04,17.33
2015-02-03,17.5
2015-02-02,17.39
2015-01-30,17.63
2015-01-29,17.67
2015-01-28,17.11
2015-01-27,16.95
2015-01-26,17.02
2015-01-23,17.1
2015-01-22,17.22
2015-01-21,17.1
2015-01-20,16.88
2015-01-19,16.64
2015-01-16,16.9
2015-01-15,16.68
2015-01-14,16.67
2015-01-13,16.72
2015-01-12,16.78
2015-01-09,16.47
2015-01-08,16.48
2015-01-07,16.51
2015-01-06,16.11
2015-01-05,15.66
2015-01-02,16.01
2014-12-30,16.35
2014-12-29,16.37
2014-12-26,16.22
2014-12-23,16.37
2014-12-22,16.35
2014-12-19,15.95
2014-12-18,15.82
2014-12-17,15.82
2014-12-16,15.45
2014-12-15,15.43
2014-12-12,15.5
2014-12-11,15.99
2014-12-10,15.8
2014-12-09,15.68
2014-12-08,15.75
2014-12-05,16.0
2014-12-04,15.71
2014-12-03,15.76
2014-12-02,15.7
2014-12-01,16.01
2014-11-28,16.85
2014-11-27,16.56
2014-11-26,16.64
2014-11-25,16.83
2014-11-24,16.87
2014-11-21,17.13
2014-11-19,16.54
2014-11-18,16.18
2014-11-17,15.87
2014-11-14,15.82
2014-11-13,16.0
2014-11-12,16.37
2014-11-11,16.0
2014-11-10,16.32
2014-11-07,16.44
2014-11-06,16.29
2014-11-05,16.35
2014-11-04,16.35
2014-11-03,16.2
2014-10-31,16.4
2014-10-30,15.71
2014-10-29,15.63
2014-10-28,15.62
2014-10-27,15.65
2014-10-24,15.71
2014-10-23,15.2
2014-10-22,15.53
2014-10-21,15.59
2014-10-20,15.91
2014-10-17,16.07
2014-10-16,15.55
2014-10-15,15.77
2014-10-14,16.13
2014-10-13,16.07
2014-10-10,15.71
2014-10-09,16.1
2014-10-08,16.14
2014-10-07,16.44
2014-10-06,16.62
2014-10-03,16.2
2014-10-02,15.97
2014-10-01,15.6
2014-09-30,16.04
2014-09-29,16.16
2014-09-26,16.41
2014-09-25,16.36
2014-09-24,16.5
2014-09-23,16.39
2014-09-22,16.44
2014-09-19,16.4
2014-09-18,16.18
2014-09-17,15.95
2014-09-16,16.23
2014-09-15,16.05
2014-09-12,15.47
2014-09-11,15.8
2014-09-10,15.93
2014-09-09,15.7
2014-09-08,15.76
2014-09-05,16.0
2014-09-04,16.35
2014-09-03,16.23
2014-09-02,15.97
2014-09-01,15.96
2014-08-29,16.3
2014-08-28,16.33
2014-08-27,16.55
2014-08-26,16.55
2014-08-25,16.62
2014-08-22,16.25
2014-08-21,16.31
2014-08-20,16.38
2014-08-19,16.3
2014-08-18,16.14
2014-08-15,15.9
2014-08-14,15.72
2014-08-13,15.69
2014-08-12,15.83
2014-08-11,15.87
2014-08-08,15.7
2014-08-07,15.55
2014-08-06,15.46
2014-08-05,15.33
2014-08-04,15.67
2014-08-01,15.66
2014-07-28,16.46
2014-07-25,16.6
2014-07-24,16.72
2014-07-23,16.47
2014-07-22,16.67
2014-07-21,16.81
2014-07-18,16.63
2014-07-17,16.2
2014-07-16,16.02
2014-07-15,15.71
2014-07-14,15.6
2014-07-11,15.7
2014-07-10,15.67
2014-07-08,16.07
2014-07-07,16.09
2014-07-04,16.32
2014-07-03,16.3
2014-07-02,16.0
2014-07-01,16.03
2014-06-30,15.76
2014-06-27,15.54
2014-06-26,15.68
2014-06-25,15.51
2014-06-24,15.58
2014-06-23,15.65
2014-06-20,16.0
2014-06-18,15.96
2014-06-17,15.55
2014-06-16,15.65
2014-06-13,15.85
2014-06-11,16.08
2014-06-10,16.33
2014-06-09,16.4
2014-06-06,16.3
2014-06-05,16.08
2014-06-04,16.21
2014-06-03,16.35
2014-06-02,16.3
2014-05-30,15.86
2014-05-29,16.15
2014-05-28,16.15
2014-05-27,16.12
2014-05-26,16.65
2014-05-23,16.58
2014-05-22,16.71
2014-05-21,16.5
2014-05-20,16.3
2014-05-19,16.49
2014-05-16,16.55
2014-05-15,16.5
2014-05-14,16.7
2014-05-13,16.6
2014-05-12,16.68
2014-05-09,16.53
2014-05-08,16.3
2014-05-07,16.3
2014-05-06,16.65
2014-05-05,16.5
2014-05-02,16.01
2014-04-30,16.3
2014-04-29,17.16
2014-04-28,17.24
2014-04-25,17.27
2014-04-24,17.4
2014-04-23,17.63
2014-04-22,17.84
2014-04-17,17.39
2014-04-16,17.49
2014-04-15,17.34
2014-04-14,17.37
2014-04-11,17.4
2014-04-10,16.98
2014-04-09,16.8
2014-04-08,16.82
2014-04-07,16.9
2014-04-04,16.9
2014-04-03,17.18
2014-04-02,17.3
2014-04-01,17.1
2014-03-31,16.95
2014-03-28,16.95
2014-03-27,17.05
2014-03-26,16.65
2014-03-25,16.74
2014-03-24,16.76
2014-03-21,16.66
2014-03-20,16.76
2014-03-18,16.79
2014-03-17,16.67
2014-03-14,16.36
2014-03-13,16.6
2014-03-12,16.72
2014-03-11,16.7
2014-03-10,16.69
2014-03-07,16.76
2014-03-06,16.87
2014-03-05,16.8
2014-02-28,16.88
2014-02-27,16.89
2014-02-26,16.78
2014-02-25,16.6
2014-02-24,16.6
2014-02-21,16.58
2014-02-20,16.53
2014-02-19,16.34
2014-02-18,16.15
2014-02-17,16.56
2014-02-14,16.68
2014-02-13,16.33
2014-02-12,16.15
2014-02-11,16.6
2014-02-10,16.14
2014-02-07,16.39
2014-02-06,16.17
2014-02-05,15.44
2014-02-04,15.57
2014-02-03,15.5
2014-01-31,16.09
2014-01-30,15.87
2014-01-29,16.05
2014-01-28,16.1
2014-01-27,16.04
2014-01-24,16.43
2014-01-23,16.55
2014-01-22,17.14
2014-01-21,16.9
2014-01-20,16.7
2014-01-17,16.64
2014-01-16,16.78
2014-01-15,17.0
2014-01-14,17.25
2014-01-13,17.04
2014-01-10,17.2
2014-01-09,17.09
2014-01-08,17.5
2014-01-07,17.33
2014-01-06,16.8
2014-01-03,16.9
2014-01-02,17.39
2013-12-30,17.32
2013-12-27,17.1
2013-12-26,16.94
2013-12-23,17.07
2013-12-20,16.95
2013-12-19,17.03
2013-12-18,16.7
2013-12-17,16.5
2013-12-16,16.51
2013-12-13,16.41
2013-12-12,16.6
2013-12-11,16.87
2013-12-10,16.8
2013-12-09,16.99
2013-12-06,16.74
2013-12-05,16.85
2013-12-04,16.6
2013-12-03,17.16
2013-12-02,17.51
2013-11-08,87.0
2013-11-07,84.96
2013-11-06,83.8
2013-11-05,82.4
2013-11-04,83.5
2013-11-01,84.4
2013-10-31,83.45
2013-10-30,84.13
2013-10-29,84.9
2013-10-28,85.63
2013-10-25,85.51
2013-10-24,85.0
2013-10-23,84.5
2013-10-22,86.8
2013-10-21,86.27
2013-10-18,86.4
2013-10-17,85.99
2013-10-16,84.7
2013-10-15,85.44
2013-10-14,85.29
2013-10-11,84.7
2013-10-10,84.35
2013-10-09,83.46
2013-10-08,83.6
2013-10-07,84.8
2013-10-04,85.49
2013-10-03,84.62
2013-10-02,84.82
2013-10-01,85.32
2013-09-30,84.68
2013-09-27,87.55
2013-09-26,87.76
2013-09-25,86.1
2013-09-24,86.22
2013-09-23,86.64
2013-09-20,86.71
2013-09-19,87.12
2013-09-18,85.46
2013-09-17,84.98
2013-09-16,84.83
2013-09-13,84.49
2013-09-12,84.45
2013-09-11,85.09
2013-09-10,84.25
2013-09-09,82.74
2013-09-06,81.84
2013-09-05,82.0
2013-09-04,81.2
2013-09-03,81.2
2013-09-02,83.5
2013-08-30,83.68
2013-08-29,82.75
2013-08-28,80.35
2013-08-27,81.0
2013-08-26,81.18
2013-08-23,82.27
2013-08-22,83.0
2013-08-21,82.35
2013-08-20,83.0
2013-08-19,86.85
2013-08-16,87.2
2013-08-15,86.65
2013-08-14,85.7
2013-08-13,86.19
2013-08-12,84.85
2013-08-09,85.18
2013-08-08,86.0
2013-08-07,85.16
2013-08-06,85.6
2013-08-05,86.4
2013-08-02,87.01
2013-08-01,87.9
2013-07-31,85.99
2013-07-30,82.07
2013-07-29,81.13
2013-07-26,81.4
2013-07-25,81.04
2013-07-24,81.0
2013-07-23,81.79
2013-07-22,81.2
2013-07-19,80.08
2013-07-18,80.2
2013-07-17,81.12
2013-07-16,81.81
2013-07-15,83.01
2013-07-12,81.97
2013-07-11,81.75
2013-07-10,81.8
2013-07-08,81.11
2013-07-05,81.48
2013-07-04,80.2
2013-07-03,80.35
2013-07-02,81.2
2013-07-01,82.77
2013-06-28,82.58
2013-06-27,79.3
2013-06-26,78.2
2013-06-25,76.19
2013-06-24,76.01
2013-06-21,77.81
2013-06-20,76.25
2013-06-19,77.2
2013-06-18,77.65
2013-06-17,78.05
2013-06-14,76.7
2013-06-13,75.69
2013-06-12,76.21
2013-06-11,76.15
2013-06-10,78.08
2013-06-07,78.0
2013-06-06,79.02
2013-06-05,78.56
2013-06-04,79.55
2013-06-03,80.18
2013-05-31,82.05
2013-05-29,83.13
2013-05-28,84.9
2013-05-27,83.77
2013-05-24,83.85
2013-05-23,84.33
2013-05-22,84.79
2013-05-21,85.49
2013-05-20,85.9
2013-05-17,86.53
2013-05-16,85.62
2013-05-15,86.5
2013-05-14,86.1
2013-05-13,84.73
